relation_id,source,target,source_id,target_id,head_id,tail_id,head,tail,head_name,tail_name,head_type,tail_type,relation_type,relation_label,confidence,doc_id,chunk_id,source_name,source_file,evidence_text,extraction_method,expert_status,review_status
REL_EQ_000061,tech_eq_003,limit_eq_009,tech_eq_003,limit_eq_009,tech_eq_003,limit_eq_009,遥感震损智能解译,SAR 影像解释不确定性,遥感震损智能解译,SAR 影像解释不确定性,AITech,Limitation,LIMITED_BY,LIMITED_BY（受限于）,0.6,EQ_DOC_005,CHK_EQ_000013,遥感影像与建筑震损标签,地震灾害数据收集与整理.docx,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程...",规则抽取,待复核,待复核
REL_EQ_000062,tech_eq_007,model_eq_002,tech_eq_007,model_eq_002,tech_eq_007,model_eq_002,生命线震损风险传播GNN,GNN,生命线震损风险传播GNN,GNN,AITech,Model,USES_MODEL,USES_MODEL（采用模型）,0.9,EQ_DOC_010,CHK_EQ_000029,本体与复核机制,地震灾害数据收集与整理.docx,"...| --- | --- | --- | --- | | AITech | AI关键技术 | 泛指防灾减灾中的核心前沿AI技术大类（如 基于图神经网络的结构易损性分析技术） [1] | 不直接关联具体代码库，作为高级分类中介 [1] | | Model | 计算模型 | 具体的计算、感知、解译或预测算法（如 PhaseNet, EQTransformer, LEGG） [50, 72, 74] | Model -> USES_MOD",规则抽取,待复核,待复核
REL_EQ_000063,tech_eq_007,data_eq_019,tech_eq_007,data_eq_019,tech_eq_007,data_eq_019,生命线震损风险传播GNN,生命线设施数据,生命线震损风险传播GNN,生命线设施数据,AITech,Dataset,DEPENDS_ON,DEPENDS_ON（依赖数据）,0.6,EQ_DOC_006,CHK_EQ_000016,暴露体与生命线韧性,地震灾害数据收集与整理.docx,"## 六、 暴露体脆弱性、生命线系统韧性与地理空间数据依赖 地震灾害的破坏力不仅取决于断层破裂释放的能量本身，更取决于地震动波形在穿越区域地层介质时与特定地层及地面建筑物结构发生共振的物理放大现象 [65, 66]。暴露体（General Building Stock, 包含各类学校、住宅、医院等）的内部结构属性，直接决定了...",规则抽取,待复核,待复核
REL_EQ_000064,tech_eq_007,data_eq_020,tech_eq_007,data_eq_020,tech_eq_007,data_eq_020,生命线震损风险传播GNN,道路网络,生命线震损风险传播GNN,道路网络,AITech,Dataset,DEPENDS_ON,DEPENDS_ON（依赖数据）,0.6,EQ_DOC_006,CHK_EQ_000016,暴露体与生命线韧性,地震灾害数据收集与整理.docx,"## 六、 暴露体脆弱性、生命线系统韧性与地理空间数据依赖 地震灾害的破坏力不仅取决于断层破裂释放的能量本身，更取决于地震动波形在穿越区域地层介质时与特定地层及地面建筑物结构发生共振的物理放大现象 [65, 66]。暴露体（General Building Stock, 包含各类学校、住宅、医院等）的内部结构属性，直接决定了...",规则抽取,待复核,待复核
REL_EQ_000065,tech_eq_007,data_eq_013,tech_eq_007,data_eq_013,tech_eq_007,data_eq_013,生命线震损风险传播GNN,OpenStreetMap,生命线震损风险传播GNN,OpenStreetMap,AITech,Dataset,DEPENDS_ON,DEPENDS_ON（依赖数据）,0.6,EQ_DOC_006,CHK_EQ_000016,暴露体与生命线韧性,地震灾害数据收集与整理.docx,"## 六、 暴露体脆弱性、生命线系统韧性与地理空间数据依赖 地震灾害的破坏力不仅取决于断层破裂释放的能量本身，更取决于地震动波形在穿越区域地层介质时与特定地层及地面建筑物结构发生共振的物理放大现象 [65, 66]。暴露体（General Building Stock, 包含各类学校、住宅、医院等）的内部结构属性，直接决定了...",规则抽取,待复核,待复核
REL_EQ_000066,tech_eq_007,task_eq_011,tech_eq_007,task_eq_011,tech_eq_007,task_eq_011,生命线震损风险传播GNN,生命线风险传播分析,生命线震损风险传播GNN,生命线风险传播分析,AITech,Task,SOLVES,SOLVES（解决任务）,0.6,EQ_DOC_006,CHK_EQ_000016,暴露体与生命线韧性,地震灾害数据收集与整理.docx,"## 六、 暴露体脆弱性、生命线系统韧性与地理空间数据依赖 地震灾害的破坏力不仅取决于断层破裂释放的能量本身，更取决于地震动波形在穿越区域地层介质时与特定地层及地面建筑物结构发生共振的物理放大现象 [65, 66]。暴露体（General Building Stock, 包含各类学校、住宅、医院等）的内部结构属性，直接决定了...",规则抽取,待复核,待复核
REL_EQ_000067,tech_eq_007,stage_eq_008,tech_eq_007,stage_eq_008,tech_eq_007,stage_eq_008,生命线震损风险传播GNN,城市韧性评估,生命线震损风险传播GNN,城市韧性评估,AITech,Scenario,SERVES_STAGE,SERVES_STAGE（服务阶段）,0.6,EQ_DOC_006,CHK_EQ_000016,暴露体与生命线韧性,地震灾害数据收集与整理.docx,"## 六、 暴露体脆弱性、生命线系统韧性与地理空间数据依赖 地震灾害的破坏力不仅取决于断层破裂释放的能量本身，更取决于地震动波形在穿越区域地层介质时与特定地层及地面建筑物结构发生共振的物理放大现象 [65, 66]。暴露体（General Building Stock, 包含各类学校、住宅、医院等）的内部结构属性，直接决定了...",规则抽取,待复核,待复核
REL_EQ_000068,tech_eq_010,model_eq_011,tech_eq_010,model_eq_011,tech_eq_010,model_eq_011,数字孪生城市地震风险模拟,OpenQuake,数字孪生城市地震风险模拟,OpenQuake,AITech,Model,USES_MODEL,USES_MODEL（采用模型）,0.9,EQ_DOC_008,CHK_EQ_000024,工程损失评估系统,地震灾害数据收集与整理.docx,"...AI 防灾系统可以基于超高清街景、LiDAR 激光雷达扫描及建筑物三维模型，为每一栋建筑生成独立的物理刚度及易损性节点 [50]。 通过在 OpenQuake 或 Hazus AEBM（高级工程建筑模块）中为每个结构分配其真实的动力学属性，可以实现真正物理意义上的“数字孪生城市地震风险高保真演化模拟” [66, 67]。",规则抽取,待复核,待复核
REL_EQ_000069,tech_eq_010,model_eq_010,tech_eq_010,model_eq_010,tech_eq_010,model_eq_010,数字孪生城市地震风险模拟,Hazus,数字孪生城市地震风险模拟,Hazus,AITech,Model,USES_MODEL,USES_MODEL（采用模型）,0.9,EQ_DOC_008,CHK_EQ_000024,工程损失评估系统,地震灾害数据收集与整理.docx,"这些先进的计算工具表明，现代地震风险评估已呈现出显著的高精度（Site-specific）发展趋势 [25, 67]。过去，Hazus 常常使用区域性的普查区数据（Census Tract）来近似模拟平均建筑属性 [26, 67]。但现代 AI 防灾系统可以基于超高清街景、LiDAR 激光雷达扫描及建筑物三维模型，为每一栋建筑生成独立的物理刚度及易损性节点 [50]。 通过在 OpenQuake 或 Hazus AEBM（高级工程建筑模",规则抽取,待复核,待复核
REL_EQ_000070,tech_eq_010,task_eq_003,tech_eq_010,task_eq_003,tech_eq_010,task_eq_003,数字孪生城市地震风险模拟,地震风险评估,数字孪生城市地震风险模拟,地震风险评估,AITech,Task,SOLVES,SOLVES（解决任务）,0.75,EQ_DOC_008,CHK_EQ_000024,工程损失评估系统,地震灾害数据收集与整理.docx,"这些先进的计算工具表明，现代地震风险评估已呈现出显著的高精度（Site-specific）发展趋势 [25, 67]。过去，Hazus 常常使用区域性的普查区数据（Census Tract）来近似模拟平均建筑属性 [26, 67]。但现代 AI 防灾系统可以基于超高清街景、LiDAR 激光雷达扫描及建筑物三维模型，为每一栋建筑生成独立的物理刚度及易损性节点 [50]。 通过在 OpenQuake 或 Hazus AEBM（高级工程建筑模",规则抽取,待复核,待复核
REL_EQ_000071,tech_eq_010,stage_eq_008,tech_eq_010,stage_eq_008,tech_eq_010,stage_eq_008,数字孪生城市地震风险模拟,城市韧性评估,数字孪生城市地震风险模拟,城市韧性评估,AITech,Scenario,SERVES_STAGE,SERVES_STAGE（服务阶段）,0.6,EQ_DOC_008,CHK_EQ_000024,工程损失评估系统,地震灾害数据收集与整理.docx,"...]。 通过在 OpenQuake 或 Hazus AEBM（高级工程建筑模块）中为每个结构分配其真实的动力学属性，可以实现真正物理意义上的“数字孪生城市地震风险高保真演化模拟” [66, 67]。",规则抽取,待复核,待复核
REL_EQ_000072,tech_eq_008,stage_eq_004,tech_eq_008,stage_eq_004,tech_eq_008,stage_eq_004,震后救援调度优化,应急响应,震后救援调度优化,应急响应,AITech,Scenario,SERVES_STAGE,SERVES_STAGE（服务阶段）,0.6,EQ_DOC_004,CHK_EQ_000010,灾后应急响应与人道需求,地震灾害数据收集与整理.docx,"## 四、 灾后应急响应、复盘报告与人道主义需求演变 真实的震后灾后复盘（Post-Disaster Needs Assessment, PDNA）不仅是重建决策的客观基础，更是AI图谱训练大语言模型在多轮交互对话中生成逻辑自洽、证据充实之推演结果的直接依据 [1]。 分析 2023 年土耳其-叙利亚大地震中的响应...",规则抽取,待复核,待复核
REL_EQ_000073,tech_eq_006,stage_eq_004,tech_eq_006,stage_eq_004,tech_eq_006,stage_eq_004,地震应急辅助决策,应急响应,地震应急辅助决策,应急响应,AITech,Scenario,SERVES_STAGE,SERVES_STAGE（服务阶段）,0.9,EQ_DOC_004,CHK_EQ_000010,灾后应急响应与人道需求,地震灾害数据收集与整理.docx,"## 四、 灾后应急响应、复盘报告与人道主义需求演变 真实的震后灾后复盘（Post-Disaster Needs Assessment, PDNA）不仅是重建决策的客观基础，更是AI图谱训练大语言模型在多轮交互对话中生成逻辑自洽、证据充实之推演结果的直接依据 [1]。 分析 2023 年土耳其-叙利亚大地震中的响应...",规则抽取,待复核,待复核
REL_EQ_000074,tech_eq_006,task_eq_008,tech_eq_006,task_eq_008,tech_eq_006,task_eq_008,地震应急辅助决策,应急响应分级,地震应急辅助决策,应急响应分级,AITech,Task,SOLVES,SOLVES（解决任务）,0.6,EQ_DOC_009,CHK_EQ_000025,应急治理政策标准,地震灾害数据收集与整理.docx,"...案) ] │ +---------------------+---------------------+ | | ▼ ▼ [ 甘肃省地震灾害应急响应 ] [ 新疆克州/宣城市等市县预案 ] - 设置一、二、三、四级梯度响应 - 创新制定“震级+距离”双维度初判启动 - 设立跨部门4大核心应急专业组 - 对不达响应标准显著地震延伸触角 - 24小时现场扁平化通信扁平化指挥 - 自下而上建立灾情日报告、零报告制度 `[47, 48, ",规则抽取,待复核,待复核
REL_EQ_000075,tech_eq_006,data_eq_005,tech_eq_006,data_eq_005,tech_eq_006,data_eq_005,地震应急辅助决策,PAGER,地震应急辅助决策,PAGER,AITech,Dataset,DEPENDS_ON,DEPENDS_ON（依赖数据）,0.6,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes...",规则抽取,待复核,待复核
REL_EQ_000076,tech_eq_006,data_eq_004,tech_eq_006,data_eq_004,tech_eq_006,data_eq_004,地震应急辅助决策,ShakeMap,地震应急辅助决策,ShakeMap,AITech,Dataset,DEPENDS_ON,DEPENDS_ON（依赖数据）,0.6,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源调度决策 [26, 27, 28]。 PAGER 系统在发震后数分",规则抽取,待复核,待复核
REL_EQ_000077,tech_eq_006,standard_eq_001,tech_eq_006,standard_eq_001,tech_eq_006,standard_eq_001,地震应急辅助决策,ISO 22320:2018,地震应急辅助决策,ISO 22320:2018,AITech,Standard,REQUIRED_BY,REQUIRED_BY（政策要求）,0.75,EQ_DOC_009,CHK_EQ_000025,应急治理政策标准,地震灾害数据收集与整理.docx,"...[91, 92, 93]。 联合国倡导的《仙台减灾框架》（Sendai Framework）构成了这一层面的全球最高行动共识 [94]。而 ISO 22320:2018 则是具体执行这些共识的国际管理流程标准 [91]。 [ 联合国 仙台减灾框架 (2015-2030) ] │ ▼ (宏观指导与减灾评价指标体系) │ ▼ (具体国家层面本土化执行落地) [ 国家地震应急预案 (2026年修订现代化预案) ] │ +--------",规则抽取,待复核,待复核
REL_EQ_000078,tech_eq_006,policy_eq_001,tech_eq_006,policy_eq_001,tech_eq_006,policy_eq_001,地震应急辅助决策,Sendai Framework,地震应急辅助决策,Sendai Framework,AITech,Policy,REQUIRED_BY,REQUIRED_BY（政策要求）,0.75,EQ_DOC_009,CHK_EQ_000025,应急治理政策标准,地震灾害数据收集与整理.docx,"...急部门的行政管理指令，需要对应急治理模型、国家预案以及国际应急标准进行数字化映射 [91, 92, 93]。 联合国倡导的《仙台减灾框架》（Sendai Framework）构成了这一层面的全球最高行动共识 [94]。而 ISO 22320:2018 则是具体执行这些共识的国际管理流程标准 [91]。 [ 联合国 仙台减灾框架 (2015-2030) ] │ ▼ (宏观指导与减灾评价指标体系) │ ▼ (具体国家层面本土化执行落地",规则抽取,待复核,待复核
REL_EQ_000079,model_eq_010,model_eq_009,model_eq_010,model_eq_009,model_eq_010,model_eq_009,Hazus,能力谱法,Hazus,能力谱法,Model,Model,USES_MODEL,USES_MODEL（采用模型）,0.9,EQ_DOC_008,CHK_EQ_000022,工程损失评估系统,地震灾害数据收集与整理.docx,"## 八、 工程损失评估软件、能力谱法与高级易损性分析系统 在防震减灾 AI 的工程应用中，评估地震发生后整个城市在建筑损毁方面的经济损失和资本损耗，是一项计算极其密集的任务 [81]。这要求损失评估软件必须建立在严谨的非线性结构动力学计算模型之上，而非简单的线性插值 [66]。 Hazus 作为全球最为主流的损失建模系统，其核心算法是基于能力谱法（Capacity Spectrum Method, CSM）的非线性反应谱分析 [82,",规则抽取,待复核,待复核
REL_EQ_000080,model_eq_010,task_eq_007,model_eq_010,task_eq_007,model_eq_010,task_eq_007,Hazus,经济损失估计,Hazus,经济损失估计,Model,Task,SOLVES,SOLVES（解决任务）,0.6,EQ_DOC_008,CHK_EQ_000022,工程损失评估系统,地震灾害数据收集与整理.docx,"...本损耗，是一项计算极其密集的任务 [81]。这要求损失评估软件必须建立在严谨的非线性结构动力学计算模型之上，而非简单的线性插值 [66]。 Hazus 作为全球最为主流的损失建模系统，其核心算法是基于能力谱法（Capacity Spectrum Method, CSM）的非线性反应谱分析 [82, 83]。系统通过 36 类建筑模型能力参数确定 Yield 与 Ultimate 两个临界屈服性能点 [66]。 而为了在大规模区域性",规则抽取,待复核,待复核
REL_EQ_000081,model_eq_011,task_eq_003,model_eq_011,task_eq_003,model_eq_011,task_eq_003,OpenQuake,地震风险评估,OpenQuake,地震风险评估,Model,Task,SOLVES,SOLVES（解决任务）,0.75,EQ_DOC_008,CHK_EQ_000024,工程损失评估系统,地震灾害数据收集与整理.docx,"这些先进的计算工具表明，现代地震风险评估已呈现出显著的高精度（Site-specific）发展趋势 [25, 67]。过去，Hazus 常常使用区域性的普查区数据（Census Tract）来近似模拟平均建筑属性 [26, 67]。但现代 AI 防灾系统可以基于超高清街景、LiDAR 激光雷达扫描及建筑物三维模型，为每一栋建筑生成独立的物理刚度及易损性节点 [50]。 通过在 OpenQuake 或 Hazus AEBM（高级工程建筑模",规则抽取,待复核,待复核
REL_EQ_000082,model_eq_011,metric_eq_001,model_eq_011,metric_eq_001,model_eq_011,metric_eq_001,OpenQuake,PGA,OpenQuake,PGA,Model,Metric,EVALUATED_BY,EVALUATED_BY（由对象评估）,0.6,EQ_DOC_008,CHK_EQ_000023,工程损失评估系统,地震灾害数据收集与整理.docx,"...86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python 的解耦运行；拥有自主核心库：oq-hazardlib（用于快速进行随机事件集、地震动场分析和计算），oq-risklib（处理暴露体和易损性矩阵），oq-nrmllib（XML格式底层校验解析） [88] ",规则抽取,待复核,待复核
REL_EQ_000083,model_eq_011,metric_eq_004,model_eq_011,metric_eq_004,model_eq_011,metric_eq_004,OpenQuake,AEL,OpenQuake,AEL,Model,Metric,HAS_METRIC,HAS_METRIC（具有指标）,0.9,EQ_DOC_008,CHK_EQ_000023,工程损失评估系统,地震灾害数据收集与整理.docx,"...stock（GBS）、核心生命线工程体系、应急救灾基础设施、次生产生泥石流滑坡等次生灾害模型 [66, 67] | 年均化地震预期直接损失（AEL），年均化预期损失率（AELR），计算涵盖建筑重置价值和直接间接经济中断成本 [81, 86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88",规则抽取,待复核,待复核
REL_EQ_000084,model_eq_011,metric_eq_005,model_eq_011,metric_eq_005,model_eq_011,metric_eq_005,OpenQuake,AELR,OpenQuake,AELR,Model,Metric,HAS_METRIC,HAS_METRIC（具有指标）,0.9,EQ_DOC_008,CHK_EQ_000023,工程损失评估系统,地震灾害数据收集与整理.docx,"...命线工程体系、应急救灾基础设施、次生产生泥石流滑坡等次生灾害模型 [66, 67] | 年均化地震预期直接损失（AEL），年均化预期损失率（AELR），计算涵盖建筑重置价值和直接间接经济中断成本 [81, 86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python ",规则抽取,待复核,待复核
REL_EQ_000085,model_eq_011,metric_eq_006,model_eq_011,metric_eq_006,model_eq_011,metric_eq_006,OpenQuake,MDF,OpenQuake,MDF,Model,Metric,HAS_METRIC,HAS_METRIC（具有指标）,0.75,EQ_DOC_008,CHK_EQ_000023,工程损失评估系统,地震灾害数据收集与整理.docx,"...86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python 的解耦运行；拥有自主核心库：oq-hazardlib（用于快速进行随机事件集、地震动场分析和计算），oq-risklib（处理暴露体和易损性矩阵），oq-nrmllib（XML格式底层校验解析） [88] ",规则抽取,待复核,待复核
REL_EQ_000086,model_eq_011,metric_eq_007,model_eq_011,metric_eq_007,model_eq_011,metric_eq_007,OpenQuake,COV,OpenQuake,COV,Model,Metric,HAS_METRIC,HAS_METRIC（具有指标）,0.75,EQ_DOC_008,CHK_EQ_000023,工程损失评估系统,地震灾害数据收集与整理.docx,"...86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python 的解耦运行；拥有自主核心库：oq-hazardlib（用于快速进行随机事件集、地震动场分析和计算），oq-risklib（处理暴露体和易损性矩阵），oq-nrmllib（XML格式底层校验解析） [88] ",规则抽取,待复核,待复核
REL_EQ_000087,task_eq_012,policy_eq_001,task_eq_012,policy_eq_001,task_eq_012,policy_eq_001,政策合规映射,Sendai Framework,政策合规映射,Sendai Framework,Task,Policy,REQUIRED_BY,REQUIRED_BY（政策要求）,0.6,EQ_DOC_009,CHK_EQ_000025,应急治理政策标准,地震灾害数据收集与整理.docx,"...急部门的行政管理指令，需要对应急治理模型、国家预案以及国际应急标准进行数字化映射 [91, 92, 93]。 联合国倡导的《仙台减灾框架》（Sendai Framework）构成了这一层面的全球最高行动共识 [94]。而 ISO 22320:2018 则是具体执行这些共识的国际管理流程标准 [91]。 [ 联合国 仙台减灾框架 (2015-2030) ] │ ▼ (宏观指导与减灾评价指标体系) │ ▼ (具体国家层面本土化执行落地",规则抽取,待复核,待复核
REL_EQ_000088,task_eq_008,standard_eq_001,task_eq_008,standard_eq_001,task_eq_008,standard_eq_001,应急响应分级,ISO 22320:2018,应急响应分级,ISO 22320:2018,Task,Standard,REQUIRED_BY,REQUIRED_BY（政策要求）,0.6,EQ_DOC_009,CHK_EQ_000025,应急治理政策标准,地震灾害数据收集与整理.docx,"...[91, 92, 93]。 联合国倡导的《仙台减灾框架》（Sendai Framework）构成了这一层面的全球最高行动共识 [94]。而 ISO 22320:2018 则是具体执行这些共识的国际管理流程标准 [91]。 [ 联合国 仙台减灾框架 (2015-2030) ] │ ▼ (宏观指导与减灾评价指标体系) │ ▼ (具体国家层面本土化执行落地) [ 国家地震应急预案 (2026年修订现代化预案) ] │ +--------",规则抽取,待复核,待复核
REL_EQ_000089,policy_eq_002,policy_eq_001,policy_eq_002,policy_eq_001,policy_eq_002,policy_eq_001,国家地震应急预案,Sendai Framework,国家地震应急预案,Sendai Framework,Policy,Policy,REQUIRED_BY,REQUIRED_BY（政策要求）,0.75,EQ_DOC_009,CHK_EQ_000025,应急治理政策标准,地震灾害数据收集与整理.docx,"...急部门的行政管理指令，需要对应急治理模型、国家预案以及国际应急标准进行数字化映射 [91, 92, 93]。 联合国倡导的《仙台减灾框架》（Sendai Framework）构成了这一层面的全球最高行动共识 [94]。而 ISO 22320:2018 则是具体执行这些共识的国际管理流程标准 [91]。 [ 联合国 仙台减灾框架 (2015-2030) ] │ ▼ (宏观指导与减灾评价指标体系) │ ▼ (具体国家层面本土化执行落地",规则抽取,待复核,待复核
REL_EQ_000090,tech_eq_009,task_eq_013,tech_eq_009,task_eq_013,tech_eq_009,task_eq_013,地震证据图谱GraphRAG,证据问答,地震证据图谱GraphRAG,证据问答,AITech,Task,SOLVES,SOLVES（解决任务）,0.9,EQ_DOC_010,CHK_EQ_000030,本体与复核机制,地震灾害数据收集与整理.docx,为了确保基于该图谱的 GraphRAG 证据问答检索结果的无幻觉性，必须在图谱数据层单独构建对应的“GraphRAG 问答评测集”与“专家复核质量控制模板” [1]。通过在知识图谱底层加入双向核验证据链条属性（如 evidence_text 字段），并在抽取、融合的生命周期中引入专家人工确认状态（review_status），能够使 AI...,规则抽取,待复核,待复核
REL_EQ_000091,tech_eq_009,EQ_DOC_010,tech_eq_009,EQ_DOC_010,tech_eq_009,EQ_DOC_010,地震证据图谱GraphRAG,本体与复核机制,地震证据图谱GraphRAG,本体与复核机制,AITech,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.6,EQ_DOC_010,CHK_EQ_000028,本体与复核机制,地震灾害数据收集与整理.docx,## 十、 基于GraphRAG的知识图谱领域本体与评测复核系统设计 在实现地震灾害 AI 关键技术图谱时，必须从顶层构建高表现力的知识图谱本体（Ontology） [1]。 参照项目资料收集目录总表 [1] 的技术演进逻辑，图谱应统一定义 10 类核心概念节点（Nodes）和 6 类主要关联边（Edges） [1...,规则抽取,待复核,待复核
REL_EQ_000092,tech_eq_009,limit_eq_014,tech_eq_009,limit_eq_014,tech_eq_009,limit_eq_014,地震证据图谱GraphRAG,大模型幻觉风险,地震证据图谱GraphRAG,大模型幻觉风险,AITech,Limitation,LIMITED_BY,LIMITED_BY（受限于）,0.6,EQ_DOC_010,CHK_EQ_000028,本体与复核机制,地震灾害数据收集与整理.docx,## 十、 基于GraphRAG的知识图谱领域本体与评测复核系统设计 在实现地震灾害 AI 关键技术图谱时，必须从顶层构建高表现力的知识图谱本体（Ontology） [1]。 参照项目资料收集目录总表 [1] 的技术演进逻辑，图谱应统一定义 10 类核心概念节点（Nodes）和 6 类主要关联边（Edges） [1...,规则抽取,待复核,待复核
REL_EQ_000093,tech_eq_009,limit_eq_015,tech_eq_009,limit_eq_015,tech_eq_009,limit_eq_015,地震证据图谱GraphRAG,证据链断裂,地震证据图谱GraphRAG,证据链断裂,AITech,Limitation,LIMITED_BY,LIMITED_BY（受限于）,0.6,EQ_DOC_010,CHK_EQ_000028,本体与复核机制,地震灾害数据收集与整理.docx,## 十、 基于GraphRAG的知识图谱领域本体与评测复核系统设计 在实现地震灾害 AI 关键技术图谱时，必须从顶层构建高表现力的知识图谱本体（Ontology） [1]。 参照项目资料收集目录总表 [1] 的技术演进逻辑，图谱应统一定义 10 类核心概念节点（Nodes）和 6 类主要关联边（Edges） [1...,规则抽取,待复核,待复核
REL_EQ_000094,tech_eq_009,limit_eq_013,tech_eq_009,limit_eq_013,tech_eq_009,limit_eq_013,地震证据图谱GraphRAG,专家复核不足,地震证据图谱GraphRAG,专家复核不足,AITech,Limitation,LIMITED_BY,LIMITED_BY（受限于）,0.9,EQ_DOC_010,CHK_EQ_000031,本体与复核机制,地震灾害数据收集与整理.docx,"| 字段名称 | 评测与复核项数据格式 | GraphRAG 检索评价机制说明 | 专家核验与质控制度约束 | | --- | --- | --- | --- | | 测试问题 (QA Question) | 全局宏观问题与微观细粒度物理问题的双重混合（例如 对于2023年土耳其地震，其同震地表形变最大位移是多少？） [1, 15] | 检测 GraphRAG 是否能在海量图谱拓扑路径中成功进行多跳（Multi-Hop）关联抽取，不发生",规则抽取,待复核,待复核
REL_EQ_000095,tech_eq_009,EQ_DOC_001,tech_eq_009,EQ_DOC_001,tech_eq_009,EQ_DOC_001,地震证据图谱GraphRAG,原始来源核验机制,地震证据图谱GraphRAG,原始来源核验机制,AITech,Document,SUPPORTED_BY,SUPPORTED_BY（证据支持）,0.75,EQ_DOC_001,CHK_EQ_000001,原始来源核验机制,地震灾害数据收集与整理.docx,基于知识图谱与大语言模型的地震灾害AI防灾减灾关键技术与多源数据融合研究报告 ## 一、 引言与原始来源核验机制分析 在地震灾害的预防、减灾、应急响应及震后恢复重建过程中，构建高可信、可追溯的智能决策系统具有重要的现实意义。随着检索增强生成技术（RAG）特别是基于知识图谱的检索增强生成技术（GraphRAG）在防灾减灾领域的广泛应用，如何保证知识图谱底座语料的绝对真实性与高可追溯性，成为制约AI模型应用落地的技术瓶颈 [1]。传统的自动,规则抽取,待复核,待复核
REL_EQ_000096,data_eq_004,org_eq_001,data_eq_004,org_eq_001,data_eq_004,org_eq_001,ShakeMap,USGS,ShakeMap,USGS,Dataset,Organization,PUBLISHED_BY,PUBLISHED_BY（由机构发布）,0.9,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源调度决策 [26, 27, 28]。 PAGER 系统在发震后数分",规则抽取,待复核,待复核
REL_EQ_000097,data_eq_005,org_eq_001,data_eq_005,org_eq_001,data_eq_005,org_eq_001,PAGER,USGS,PAGER,USGS,Dataset,Organization,PUBLISHED_BY,PUBLISHED_BY（由机构发布）,0.9,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",规则抽取,待复核,待复核
