entity_id,id,name,label,entity_type,type,aliases,description,doc_ids,chunk_ids,community_id,community,evidence_count,relation_count,review_status,score
org_eq_009,org_eq_009,AFAD,AFAD,Organization,Organization,,Organization：AFAD,EQ_DOC_004,CHK_EQ_000011,C05,C05,1,1,待复核,1.0
org_eq_010,org_eq_010,WFP,WFP,Organization,Organization,World Food Programme,Organization：WFP,EQ_DOC_004,CHK_EQ_000010；CHK_EQ_000011,C05,C05,2,1,待复核,2.0
org_eq_011,org_eq_011,CDRI,CDRI,Organization,Organization,Coalition for Disaster Resilient Infrastructure,Organization：CDRI,,,C05,C05,0,0,待复核,0.0
org_eq_012,org_eq_012,ISO,ISO,Organization,Organization,,Organization：ISO,EQ_DOC_009；EQ_DOC_010,CHK_EQ_000025；CHK_EQ_000026；CHK_EQ_000029,C05,C05,3,3,待复核,3.0
org_eq_013,org_eq_013,OGC,OGC,Organization,Organization,,Organization：OGC,,,C05,C05,0,0,待复核,0.0
org_eq_014,org_eq_014,OASIS,OASIS,Organization,Organization,,Organization：OASIS,,,C05,C05,0,0,待复核,0.0
org_eq_015,org_eq_015,Taiwan CWA,Taiwan CWA,Organization,Organization,Central Weather Administration,Organization：Taiwan CWA,EQ_DOC_002,CHK_EQ_000005,C05,C05,1,1,待复核,1.0
metric_eq_001,metric_eq_001,PGA,PGA,Metric,Metric,Peak Ground Acceleration,Metric：PGA,EQ_DOC_003,CHK_EQ_000007；CHK_EQ_000008；CHK_EQ_000009,C03,C03,3,3,待复核,3.0
metric_eq_002,metric_eq_002,PGV,PGV,Metric,Metric,Peak Ground Velocity,Metric：PGV,EQ_DOC_003,CHK_EQ_000007,C03,C03,2,2,待复核,1.0
metric_eq_003,metric_eq_003,MMI,MMI,Metric,Metric,Modified Mercalli Intensity,Metric：MMI,EQ_DOC_003,CHK_EQ_000007；CHK_EQ_000008,C03,C03,2,2,待复核,2.0
metric_eq_004,metric_eq_004,AEL,AEL,Metric,Metric,Average Economic Loss,Metric：AEL,EQ_DOC_008,CHK_EQ_000023,C03,C03,2,2,待复核,1.0
metric_eq_005,metric_eq_005,AELR,AELR,Metric,Metric,Average Economic Loss Ratio,Metric：AELR,EQ_DOC_008,CHK_EQ_000023,C03,C03,2,2,待复核,1.0
metric_eq_006,metric_eq_006,MDF,MDF,Metric,Metric,Mean Damage Factor,Metric：MDF,EQ_DOC_008,CHK_EQ_000023,C03,C03,2,2,待复核,1.0
metric_eq_007,metric_eq_007,COV,COV,Metric,Metric,Coefficient of Variation,Metric：COV,EQ_DOC_008,CHK_EQ_000022；CHK_EQ_000023,C03,C03,2,2,待复核,2.0
metric_eq_008,metric_eq_008,Vs30,Vs30,Metric,Metric,time-averaged shear-wave velocity,Metric：Vs30,EQ_DOC_006,CHK_EQ_000018,C03,C03,1,1,待复核,1.0
metric_eq_009,metric_eq_009,confidence,confidence,Metric,Metric,置信度,Metric：confidence,EQ_DOC_010,CHK_EQ_000031,C03,C03,1,1,待复核,1.0
metric_eq_010,metric_eq_010,震级,震级,Metric,Metric,magnitude,Metric：震级,EQ_DOC_002；EQ_DOC_007；EQ_DOC_009；EQ_DOC_010,CHK_EQ_000004；CHK_EQ_000005；CHK_EQ_000006；CHK_EQ_000019；CHK_EQ_000020；CHK_EQ_000021；CHK_EQ_000025；CHK_EQ_000027；CHK_EQ_000029,C03,C03,9,4,待复核,9.0
metric_eq_011,metric_eq_011,震源深度,震源深度,Metric,Metric,depth,Metric：震源深度,EQ_DOC_002；EQ_DOC_007,CHK_EQ_000005；CHK_EQ_000020,C03,C03,3,3,待复核,2.0
metric_eq_012,metric_eq_012,震中位置,震中位置,Metric,Metric,epicenter,Metric：震中位置,,,C03,C03,1,1,待复核,1.69
product_eq_001,product_eq_001,PAGER XML,PAGER XML,ImpactProduct,ImpactProduct,PAGER xml,ImpactProduct：PAGER XML,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_002,product_eq_002,PAGER 快速评估结果,PAGER 快速评估结果,ImpactProduct,ImpactProduct,PAGER product,ImpactProduct：PAGER 快速评估结果,EQ_DOC_003,CHK_EQ_000007,C03,C03,2,2,待复核,1.0
product_eq_003,product_eq_003,Intensity Contours,Intensity Contours,ImpactProduct,ImpactProduct,intensity contours,ImpactProduct：Intensity Contours,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_004,product_eq_004,XML Grid,XML Grid,ImpactProduct,ImpactProduct,grid.xml,ImpactProduct：XML Grid,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_005,product_eq_005,Fault Rupture JSON,Fault Rupture JSON,ImpactProduct,ImpactProduct,rupture.json,ImpactProduct：Fault Rupture JSON,EQ_DOC_003,CHK_EQ_000008,C03,C03,2,2,待复核,1.0
product_eq_006,product_eq_006,震损标签图,震损标签图,ImpactProduct,ImpactProduct,damage label map,ImpactProduct：震损标签图,,,C03,C03,1,1,待复核,1.69
evidence_eq_001,evidence_eq_001,证据片段001,证据片段001,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000001,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_002,evidence_eq_002,证据片段002,证据片段002,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000002,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_003,evidence_eq_003,证据片段003,证据片段003,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000003,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_004,evidence_eq_004,证据片段004,证据片段004,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000004,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_005,evidence_eq_005,证据片段005,证据片段005,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000005,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_006,evidence_eq_006,证据片段006,证据片段006,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000006,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_007,evidence_eq_007,证据片段007,证据片段007,Evidence,Evidence,CHK_EQ_000020；REL_EQ_000007,...化的超轻量级卷机神经网络（CNN），仅含 物理模型权重参数；专攻 2 秒短时波形的高速 P-Wave 起始Picking [72] | 与 PhaseNet、EQTransformer 在高信噪比表现上相当；对微地震波定位精度保持在极,EQ_DOC_007,CHK_EQ_000020,C07,C07,1,1,待复核,1.0
evidence_eq_008,evidence_eq_008,证据片段008,证据片段008,Evidence,Evidence,CHK_EQ_000020；REL_EQ_000008,...经网络（CNN），仅含 物理模型权重参数；专攻 2 秒短时波形的高速 P-Wave 起始Picking [72] | 与 PhaseNet、EQTransformer 在高信噪比表现上相当；对微地震波定位精度保持在极高水准 [72] ,EQ_DOC_007,CHK_EQ_000020,C07,C07,1,1,待复核,1.0
evidence_eq_009,evidence_eq_009,证据片段009,证据片段009,Evidence,Evidence,CHK_EQ_000020；REL_EQ_000009,...流及计算Latency响应表现 | 传感器源依赖与边缘部署环境特征 | | --- | --- | --- | --- | --- | | QuakeWake 系统 [75] | 双阶段架构：本地端微型神经网络实时监控，云端采用深度神,EQ_DOC_007,CHK_EQ_000020,C07,C07,1,1,待复核,1.0
evidence_eq_010,evidence_eq_010,证据片段010,证据片段010,Evidence,Evidence,CHK_EQ_000020；REL_EQ_000010,...] | 部署于低功耗 MEMS 边缘传感器（如 Raspberry Shake 社区网络边缘节点）；完美支持纯分布式计算 [72] | | AI-Powered EEWS (印度) [79] | 端到端混合深度神经网络，包含深度一维 ,EQ_DOC_007,CHK_EQ_000020,C07,C07,1,1,待复核,1.0
evidence_eq_011,evidence_eq_011,证据片段011,证据片段011,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000011,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_012,evidence_eq_012,证据片段012,证据片段012,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000012,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_013,evidence_eq_013,证据片段013,证据片段013,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000013,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_014,evidence_eq_014,证据片段014,证据片段014,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000014,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_015,evidence_eq_015,证据片段015,证据片段015,Evidence,Evidence,CHK_EQ_000019；REL_EQ_000015,## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算,EQ_DOC_007,CHK_EQ_000019,C07,C07,1,1,待复核,1.0
evidence_eq_016,evidence_eq_016,证据片段016,证据片段016,Evidence,Evidence,CHK_EQ_000024；REL_EQ_000016,"这些先进的计算工具表明，现代地震风险评估已呈现出显著的高精度（Site-specific）发展趋势 [25, 67]。过去，Hazus 常常使用区域性的普查区数据（Census Tract）来近似模拟平均建筑属性 [26, 67]。但现代 ",EQ_DOC_008,CHK_EQ_000024,C07,C07,1,1,待复核,1.0
evidence_eq_017,evidence_eq_017,证据片段017,证据片段017,Evidence,Evidence,CHK_EQ_000004；REL_EQ_000017,...决定了后续地震动模拟、破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 USGS、中国地震台网中心 CENC、日本气象厅 JMA）在台网分布、仪器校准、计算方法（如面波震级 与矩震级 的差异）等,EQ_DOC_002,CHK_EQ_000004,C07,C07,1,1,待复核,1.0
evidence_eq_018,evidence_eq_018,证据片段018,证据片段018,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000018,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global ",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_019,evidence_eq_019,证据片段019,证据片段019,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000019,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global ",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_020,evidence_eq_020,证据片段020,证据片段020,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000020,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_021,evidence_eq_021,证据片段021,证据片段021,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000021,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_022,evidence_eq_022,证据片段022,证据片段022,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000022,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global ",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_023,evidence_eq_023,证据片段023,证据片段023,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000023,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - ",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_024,evidence_eq_024,证据片段024,证据片段024,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000024,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - ",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_025,evidence_eq_025,证据片段025,证据片段025,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000025,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - ",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_026,evidence_eq_026,证据片段026,证据片段026,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000026,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_027,evidence_eq_027,证据片段027,证据片段027,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000027,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_028,evidence_eq_028,证据片段028,证据片段028,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000028,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_029,evidence_eq_029,证据片段029,证据片段029,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000029,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_030,evidence_eq_030,证据片段030,证据片段030,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000030,"...MMI X (毁灭性强烈震动) [9] | MMI IX - X [3, 33] | MMI VIII (严重破坏烈度) [20] | | PAGER 经济损失警报级别 | 红色警报（经济损失极可能达到数亿美元，占日本国内生产总值的1",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_031,evidence_eq_031,证据片段031,证据片段031,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000031,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_032,evidence_eq_032,证据片段032,证据片段032,Evidence,Evidence,CHK_EQ_000008；REL_EQ_000032,"| 评估指标与评估报告产品类型 | 2024年能登半岛地震数据值 [2, 4, 5, 29] | 2023年土耳其双震（主震）数据值 [9, 10, 31, 32] | 2015年尼泊尔大震数据值 [16, 17, 33, 34] | 20",EQ_DOC_003,CHK_EQ_000008,C07,C07,1,1,待复核,1.0
evidence_eq_033,evidence_eq_033,证据片段033,证据片段033,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000033,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_034,evidence_eq_034,证据片段034,证据片段034,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000034,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_035,evidence_eq_035,证据片段035,证据片段035,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000035,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_036,evidence_eq_036,证据片段036,证据片段036,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000036,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_037,evidence_eq_037,证据片段037,证据片段037,Evidence,Evidence,CHK_EQ_000007；REL_EQ_000037,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 P",EQ_DOC_003,CHK_EQ_000007,C07,C07,1,1,待复核,1.0
evidence_eq_038,evidence_eq_038,证据片段038,证据片段038,Evidence,Evidence,CHK_EQ_000013；REL_EQ_000038,## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快,EQ_DOC_005,CHK_EQ_000013,C07,C07,1,1,待复核,1.0
evidence_eq_039,evidence_eq_039,证据片段039,证据片段039,Evidence,Evidence,CHK_EQ_000013；REL_EQ_000039,## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快,EQ_DOC_005,CHK_EQ_000013,C07,C07,1,1,待复核,1.0
evidence_eq_040,evidence_eq_040,证据片段040,证据片段040,Evidence,Evidence,CHK_EQ_000013；REL_EQ_000040,## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快,EQ_DOC_005,CHK_EQ_000013,C07,C07,1,1,待复核,1.0
