relation_id,head,relation_type,tail,confidence,priority_score,priority_reason,doc_id,chunk_id,expert_status
REL_EQ_000173,经济损失估计,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000174,证据问答,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000030,待复核
REL_EQ_000175,地震动模拟,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000176,2024 年日本能登半岛地震,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000177,2024 年日本能登半岛地震,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000178,2024 年日本能登半岛地震,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000179,2024 年日本能登半岛地震,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000180,2024 年日本能登半岛地震,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000181,2024 年日本能登半岛地震,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000182,2023 年土耳其-叙利亚地震,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000183,2023 年土耳其-叙利亚地震,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000184,2015 年尼泊尔廓尔喀地震,DERIVES_FROM,暴露体与生命线韧性,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_006,CHK_EQ_000016,待复核
REL_EQ_000185,2015 年尼泊尔廓尔喀地震,DERIVES_FROM,暴露体与生命线韧性,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_006,CHK_EQ_000016,待复核
REL_EQ_000186,Sendai Framework,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000187,国家地震应急预案,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000188,甘肃省地震应急预案,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000026,待复核
REL_EQ_000189,应急管理体系现代化规划,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000027,待复核
REL_EQ_000190,ISO 22320:2018,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000191,ISO 22320:2018,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000192,OASIS CAP,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000193,DesInventar Sendai,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000026,待复核
REL_EQ_000194,预警盲区,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000021,待复核
REL_EQ_000195,数据偏差,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000196,专家复核不足,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000031,待复核
REL_EQ_000197,台站稀疏,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000009,待复核
REL_EQ_000198,不确定性网格,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000199,USGS,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000200,USGS,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000201,CENC,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000202,JMA,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000203,FEMA,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000204,GEM,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000205,INSARAG,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000206,UNDAC,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000207,AFAD,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000011,待复核
REL_EQ_000208,WFP,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000209,ISO,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000210,ISO,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000211,Taiwan CWA,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000212,PGA,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000213,PGV,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000214,MMI,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000215,AEL,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000216,AELR,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000217,MDF,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000218,COV,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000219,Vs30,DERIVES_FROM,暴露体与生命线韧性,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_006,CHK_EQ_000018,待复核
REL_EQ_000220,confidence,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000031,待复核
REL_EQ_000221,震级,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000222,震级,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000019,待复核
REL_EQ_000223,震级,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000224,震源深度,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000225,震源深度,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000226,PAGER XML,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000227,PAGER 快速评估结果,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000228,Intensity Contours,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000229,XML Grid,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000230,Fault Rupture JSON,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000100,地震证据图谱GraphRAG,LIMITED_BY,专家复核不足,0.9,12.0,常规抽查复核,EQ_DOC_010,CHK_EQ_000031,待复核
REL_EQ_000240,分布式AI地震预警,SUPPORTED_BY,证据片段010,0.9,12.0,常规抽查复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000246,地震风险时空预测,SUPPORTED_BY,证据片段016,0.9,12.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000024,待复核
REL_EQ_000248,ShakeMap,SUPPORTED_BY,证据片段018,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000250,ShakeMap,SUPPORTED_BY,证据片段020,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000251,ShakeMap,SUPPORTED_BY,证据片段021,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000252,ShakeMap,SUPPORTED_BY,证据片段022,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000253,ShakeMap,SUPPORTED_BY,证据片段023,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000254,ShakeMap,SUPPORTED_BY,证据片段024,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000255,ShakeMap,SUPPORTED_BY,证据片段025,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000256,PAGER,SUPPORTED_BY,证据片段026,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000257,PAGER,SUPPORTED_BY,证据片段027,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000259,PAGER,SUPPORTED_BY,证据片段029,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000260,PAGER,SUPPORTED_BY,证据片段030,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000261,PAGER,SUPPORTED_BY,证据片段031,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000262,ShakeMap,SUPPORTED_BY,证据片段032,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000265,震后灾情快速评估,SUPPORTED_BY,证据片段035,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000010,分布式AI地震预警,USES_MODEL,E3WS,0.9,10.0,常规抽查复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000016,地震风险时空预测,SOLVES,地震风险评估,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000024,待复核
REL_EQ_000018,ShakeMap,DEPENDS_ON,Finite Fault Model,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000020,ShakeMap,HAS_METRIC,PGA,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000021,ShakeMap,HAS_METRIC,PGV,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000022,ShakeMap,HAS_METRIC,MMI,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000023,ShakeMap,HAS_IMPACT,Intensity Contours,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000024,ShakeMap,HAS_IMPACT,XML Grid,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000025,ShakeMap,HAS_IMPACT,Fault Rupture JSON,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000026,PAGER,DEPENDS_ON,ShakeMap,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000027,PAGER,DEPENDS_ON,WorldPop,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000029,PAGER,SOLVES,经济损失估计,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000030,PAGER,HAS_IMPACT,PAGER XML,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000031,PAGER,HAS_IMPACT,PAGER 快速评估结果,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000032,ShakeMap,VALIDATED_IN,2024 年日本能登半岛地震,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000035,震后灾情快速评估,DEPENDS_ON,PAGER,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000057,遥感震损智能解译,DEPENDS_ON,xBD,0.9,10.0,常规抽查复核,EQ_DOC_005,CHK_EQ_000014,待复核
REL_EQ_000062,生命线震损风险传播GNN,USES_MODEL,GNN,0.9,10.0,常规抽查复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000068,数字孪生城市地震风险模拟,USES_MODEL,OpenQuake,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000024,待复核
REL_EQ_000069,数字孪生城市地震风险模拟,USES_MODEL,Hazus,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000024,待复核
REL_EQ_000072,震后救援调度优化,SERVES_STAGE,应急响应,0.9,10.0,常规抽查复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000079,地震应急辅助决策,SERVES_STAGE,应急响应,0.9,10.0,常规抽查复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000085,Hazus,USES_MODEL,能力谱法,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000089,OpenQuake,HAS_METRIC,AEL,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000090,OpenQuake,HAS_METRIC,AELR,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000096,地震证据图谱GraphRAG,SOLVES,证据问答,0.9,10.0,常规抽查复核,EQ_DOC_010,CHK_EQ_000030,待复核
REL_EQ_000102,ShakeMap,PUBLISHED_BY,USGS,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000103,PAGER,PUBLISHED_BY,USGS,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000104,CENC 地震目录,PUBLISHED_BY,CENC,0.9,10.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000105,JMA 地震目录,PUBLISHED_BY,JMA,0.9,10.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000106,Hazus,PUBLISHED_BY,FEMA,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000107,OpenQuake,PUBLISHED_BY,GEM,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000109,ISO 22320:2018,PUBLISHED_BY,ISO,0.9,10.0,常规抽查复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000110,2024 年日本能登半岛地震,HAS_PARAMETER,震级,0.9,10.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000111,2024 年日本能登半岛地震,HAS_PARAMETER,震源深度,0.9,10.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000005,待复核
